id,mini_lesson_id,prompt,choices,correct_answer,feedback,sort_order
"aa9f5d79-6c29-4b88-b265-4a6a3c6004e3","7b3003cb-3ade-441a-b418-15232e72f436","A tofu slice has extra marinade on the outside before searing. Why might blotting it help?","[""It makes the tofu raw"",""It removes the need for heat"",""Less surface moisture makes browning easier"",""It makes the pan colder""]","C","Extra moisture has to evaporate before browning can happen, so blotting helps searing.","2"
"b982c959-7d21-4eb6-af6c-42d6b6949a94","2840b5f6-cbca-4bf9-9443-37e16fdb24dd","Your pasta water has only a few small bubbles around the edge. What should you do before adding pasta?","[""Add pasta immediately and turn off the heat"",""Add ice"",""Remove all the water"",""Wait for a stronger boil""]","D","Pasta usually cooks best when added to water that has reached a full boil.","1"
"6ecc707e-dfc8-4773-a552-7168d366f50e","2840b5f6-cbca-4bf9-9443-37e16fdb24dd","After pasta is added, the boiling slows down and pieces start sticking. What should you do?","[""Stir and let the water return to a boil"",""Add flour"",""Freeze the pot"",""Stop cooking immediately""]","A","Stirring helps prevent sticking while the water returns to a boil.","2"
"3c587176-7b18-4d05-9c28-e74c471adcd3","a0ae20ee-8548-4235-92f3-087ceb63aaea","Why are soups and stews often simmered instead of boiled hard?","[""Simmering makes food raw again"",""Gentler bubbles help texture and flavor develop"",""Simmering only works in the freezer"",""Simmering removes all liquid instantly""]","B","Simmering cooks steadily without tossing ingredients around as much as a hard boil.","1"
"c83237a7-7942-48b1-8e6a-4ad20f049a55","a0ae20ee-8548-4235-92f3-087ceb63aaea","A pot starts boiling over. What should you do first?","[""Turn the heat higher"",""Cover it tighter and walk away"",""Lower the heat or carefully move it off the burner"",""Pour oil into the water""]","C","Reducing the heat source helps stop the boil-over safely.","2"
"e2250be0-8321-4319-bf7d-16405342f9e6","dd3d3597-4675-460d-ba02-39b30a162eb3","Which food is commonly cooked with gentle poaching?","[""Dry cereal"",""Raw flour by itself"",""Potato chips"",""Eggs or fish""]","D","Eggs and fish are delicate enough that gentle poaching can cook them without rough bubbling.","1"
"b8e6254d-110d-4ee8-a780-7f3d3a3c9126","dd3d3597-4675-460d-ba02-39b30a162eb3","Why should poaching liquid stay below a vigorous boil?","[""Strong boiling can break delicate foods apart or make them tough"",""Boiling makes food invisible"",""Boiling turns the liquid into ice"",""Boiling removes the need for cooking""]","A","Poaching should stay gentle so delicate foods keep their shape and texture.","2"
"a6661822-527a-4632-9ae6-50ccfbd75303","6c2391b4-fdea-488c-9690-0089b8e89634","Which oven method is best for seasoned potato pieces that should become browned and crisp?","[""Poaching"",""Roasting"",""Freezing"",""Blending""]","B","Roasting uses dry oven heat and is a good method for browning potatoes.","1"
"54901f7f-8776-401d-9374-ee0625625961","6c2391b4-fdea-488c-9690-0089b8e89634","Why should an oven usually be preheated before baking cookies?","[""So the cookies stay raw"",""So the oven becomes cold"",""So the cookies begin baking at the intended temperature"",""So measuring is unnecessary""]","C","Preheating helps cookies bake at the temperature the recipe was designed for.","2"
"ff40c35d-66e7-4a8b-9de1-ccefa8af1874","84fae9f3-4000-4251-ba80-d853fc9af0bc","Why should roasted vegetables usually be tossed with a moderate amount of oil?","[""Oil makes vegetables freeze"",""Oil replaces the oven"",""Oil makes measuring impossible"",""Oil helps browning and prevents too much drying""]","D","A moderate amount of oil helps vegetables brown and develop better texture.","1"
"af37a3b9-4fbd-4eb1-a3d2-82db33721a21","84fae9f3-4000-4251-ba80-d853fc9af0bc","Why are roasted vegetables sometimes stirred halfway through cooking?","[""To help them brown more evenly"",""To make them raw again"",""To stop the oven from heating"",""To remove all seasoning""]","A","Turning or stirring exposes more sides to heat, which helps vegetables brown more evenly.","2"
"027c96bb-cf27-4358-9fc3-600a6931fa0c","8a5d34a3-1959-4dc1-bf96-56b441bae4ac","What can happen if a cake is removed before the center has set?","[""The cake becomes fully frozen"",""The center may sink or stay undercooked"",""The cake turns into soup instantly"",""The cake becomes raw flour again""]","B","If the center has not set, the cake may collapse, sink, or remain undercooked.","1"
"7ba1a5f2-1e63-4983-bdb3-9d4c248b04d8","8a5d34a3-1959-4dc1-bf96-56b441bae4ac","Why should an oven door not be opened repeatedly while a cake is baking?","[""Opening the door makes the cake cook without heat"",""Opening the door adds sugar"",""Heat loss can affect how the cake rises and sets"",""Opening the door sharpens knives""]","C","Repeatedly opening the oven door can lower the temperature and affect the cake’s structure.","2"
"1a1122da-8278-4de0-bedb-2598658893f2","9be3f915-129f-4856-b3a2-eeeb71865793","Before slicing a round potato, what should you do to make it safer?","[""Balance it on the roundest side"",""Cover it in oil"",""Hold it in the air while cutting"",""Cut a flat side so it sits steadily""]","D","Creating a flat side helps keep round foods from rolling while you cut them.","1"
"1874c4a7-40fa-4fe7-99a0-20ad1869591e","9be3f915-129f-4856-b3a2-eeeb71865793","When using a claw grip, what part of your hand should guide the knife?","[""Your knuckles"",""Your fingertips stretched flat"",""Your palm under the blade"",""Your wrist against the cutting edge""]","A","With a claw grip, curled fingers stay back while the knuckles help guide the side of the knife.","2"
"1a525cf9-797e-4bbf-b854-726b4b24cd24","15a75adc-617a-4b2b-b20e-d6384a83130f","Why is a damp towel useful under a cutting board?","[""It makes the knife dull"",""It helps stop the board from sliding"",""It replaces the food"",""It makes the counter hotter""]","B","A damp towel adds grip between the board and the counter.","1"
"93a28fc9-609f-41ba-92f5-90de2021979f","15a75adc-617a-4b2b-b20e-d6384a83130f","Which surface is safest for cutting raw chicken?","[""A couch cushion"",""A stack of paper towels"",""A clean nonporous cutting board"",""A carpeted floor""]","C","A nonporous cutting board can be cleaned and sanitized after touching raw chicken.","2"
"7de41ecc-1b65-467c-8080-e58954735c16","c73379a3-da78-4e2f-94b6-d9957e8cf612","Which knife is generally best for chopping onions, herbs, and vegetables?","[""Butter knife"",""Plastic spoon"",""Rolling pin"",""Chef’s knife""]","D","A chef’s knife is versatile and well-suited for chopping many vegetables and herbs.","1"
"4c715116-ab4b-404d-94c9-6cbd8adfec17","c73379a3-da78-4e2f-94b6-d9957e8cf612","What is the safest way to wash a sharp kitchen knife?","[""Wash it separately by hand with the blade pointed away"",""Hide it in a sink full of soapy water"",""Toss it loosely into the dishwasher with the blade up"",""Hold the blade edge directly in your palm""]","A","Washing a knife separately keeps it visible and helps prevent accidental cuts.","2"
"ad056f68-e7d4-401f-ae91-167c2056edfb","1f5f0f69-01e4-433c-8e1d-32a0eb955a54","Why is a heavy-bottomed saucepan useful for custard or thick sauces?","[""It makes sauce freeze"",""It spreads heat more evenly and helps reduce scorching"",""It removes the need to stir"",""It turns sauce into bread""]","B","A heavy-bottomed pan distributes heat more evenly, which helps prevent scorching.","1"
"59490737-4176-4ffd-9dde-e579e539a8ee","1f5f0f69-01e4-433c-8e1d-32a0eb955a54","Which pan is best for making a stir-fry over high heat?","[""A plastic bowl"",""A glass measuring cup"",""A wok or large skillet"",""A paper plate""]","C","A wok or large skillet gives food room and can handle the high heat used for stir-frying.","2"
"cc78e9a3-ff96-4e42-bafc-1eb0c34c71b6","6271bc8d-a3bc-4f10-81f2-77cb06758274","You are making an omelet and want it to release easily. Which pan is the best choice?","[""Stockpot"",""Baking sheet"",""Colander"",""Nonstick skillet""]","D","A nonstick skillet helps delicate egg dishes release with less sticking.","1"
"497cd64c-0221-41e9-ae82-15009a27a6e6","6271bc8d-a3bc-4f10-81f2-77cb06758274","Which cookware is most appropriate for simmering an acidic tomato sauce?","[""Stainless steel or enameled cookware"",""Uncoated reactive aluminum"",""A cardboard box"",""A plastic storage bag on the stove""]","A","Stainless steel or enameled cookware is nonreactive and works well for acidic tomato sauce.","2"
"80acac1c-0417-43c5-8cff-af32ec8482e8","7efb1b5a-4c37-4e63-a360-93255c62565f","Which vessel is best for boiling a large batch of pasta?","[""A small mug"",""A large stockpot"",""A shallow plate"",""A plastic bag""]","B","A large stockpot gives pasta enough water and space to cook evenly.","1"
"cfef883e-5b2c-4126-9d9e-9fb42985b307","7efb1b5a-4c37-4e63-a360-93255c62565f","Which cookware should be used under an oven broiler?","[""Thin plastic containers"",""Paper plates"",""Broiler-safe metal cookware or cast iron"",""Regular drinking glasses""]","C","Broilers use very high direct heat, so the cookware must be broiler-safe.","2"
"3e215b44-a7b7-4feb-95db-d1ad00351e86","11bbe549-1553-4b9e-bc0d-b4995428e044","You need to flatten chicken breasts but do not own a meat mallet. What can you use?","[""A paper towel"",""A plastic straw"",""A measuring cup full of water with no lid"",""A heavy skillet or rolling pin""]","D","A heavy skillet or rolling pin can apply even pressure to flatten chicken when used carefully.","1"
"db7ec9ec-c1a7-4550-9ca6-a5b35d966846","11bbe549-1553-4b9e-bc0d-b4995428e044","You do not have a pastry brush. What can you use to spread oil lightly over bread or vegetables?","[""A clean spoon or clean fingers"",""A dirty sponge"",""A knife blade edge"",""A piece of raw chicken""]","A","A clean spoon or clean fingers can spread a light layer of oil when a pastry brush is not available.","2"
"a1cdea69-ef58-420f-9238-80e36f7cf700","62c40eb2-6773-4331-b29d-629fa72de178","You do not have a garlic press. What is the best alternative for finely preparing garlic?","[""Leave the clove whole and uncooked"",""Mince it finely with a knife"",""Freeze it in the peel"",""Replace it with sugar""]","B","A knife can mince garlic finely, even without a garlic press.","1"
"aa4e9c17-7ecf-4fe1-865a-aa146fa902ab","62c40eb2-6773-4331-b29d-629fa72de178","You need to juice a lemon but do not have a citrus juicer. What is the best method?","[""Put the whole lemon into the dish uncut"",""Freeze the lemon and never cut it"",""Roll it, cut it, and squeeze while using a fork to help release juice"",""Replace the lemon with flour""]","C","Rolling and squeezing the lemon with a fork helps release more juice without a juicer.","2"
"89fe95a6-9a79-4cf8-bb62-1a38a30574b8","a44ce014-c1c9-4c71-99b2-3b26ef7e09e9","You need to strain pasta but do not have a colander. What is the safest substitute?","[""Pour boiling water through your fingers"",""Use a paper towel as a strainer"",""Dump the pot quickly without holding it securely"",""Use tongs or a slotted spoon to remove the pasta""]","D","Tongs or a slotted spoon let you remove pasta without pouring a large pot of boiling water.","1"
"7396650b-c8d9-4527-bbac-0d17a0c35e90","a44ce014-c1c9-4c71-99b2-3b26ef7e09e9","You need to cover a bowl of rising dough but do not have plastic wrap. What is the best substitute?","[""A clean damp towel or loose-fitting lid"",""A dirty cutting board"",""A hot skillet directly on the dough"",""A pile of raw meat""]","A","A clean damp towel or loose lid can protect dough while still giving it room to rise.","2"
"8f844a2c-f760-4fa8-b90d-c818e1068b01","61945f5b-e13f-4707-af26-acc6c5f62d78","A quick bread uses buttermilk and baking soda, but you only have milk, vinegar, butter, and water. Which swap best protects the recipe’s texture?","[""Milk mixed with a little vinegar, because it adds liquid and acidity"",""Water, because it has the same volume as buttermilk"",""Melted butter, because it is dairy fat"",""Plain milk only, because all dairy works the same way""]","A","Buttermilk adds moisture and acidity. Milk with a little vinegar is a closer functional match, especially when baking soda is involved.","1"
"172aa8eb-8c8e-4954-aff9-91204dcae496","61945f5b-e13f-4707-af26-acc6c5f62d78","A potato soup recipe calls for whole milk near the end. You only have evaporated milk. Which choice is most likely to keep the soup creamy without making it too concentrated?","[""Use evaporated milk powder-dry without liquid"",""Dilute evaporated milk with water before using it as a milk substitute"",""Replace the milk with vinegar"",""Use only butter and no liquid""]","B","Evaporated milk is concentrated. Diluting it helps it behave more like regular milk while still adding creaminess.","2"
"b11931eb-0583-4d72-9625-80c8680d9b8e","9bd89e9a-5488-40c5-ba93-79603c802090","A lasagna filling calls for ricotta, but you only have cottage cheese, milk, butter, and plain yogurt. Which option is the best starting point?","[""Use milk because it is dairy"",""Use butter because it is rich"",""Drain or blend cottage cheese so it better matches ricotta’s soft texture"",""Use plain yogurt because all thick dairy works in lasagna""]","C","Cottage cheese is soft and mild like ricotta. Draining or blending it improves the texture for a filling.","1"
"7b7ff912-1f8b-4f0a-a198-282c9362f967","9bd89e9a-5488-40c5-ba93-79603c802090","A dip needs cream cheese for thickness and spreadability. Which substitute is most likely to keep the dip close to the original texture?","[""Skim milk"",""Melted butter"",""Lemon juice"",""Neufchâtel cheese""]","D","Neufchâtel is close to cream cheese in texture and use, while thin liquids would make the dip loose.","2"
"ba01b84b-8a00-463a-af29-2b5842f3594c","0795e1e8-fb59-4ff7-811a-ab6bb5ee2497","A pasta sauce calls for half-and-half, but you only have milk and heavy cream. Which option best recreates half-and-half?","[""Use a mixture of milk and heavy cream"",""Use only water"",""Use only lemon juice"",""Use dry flour instead of dairy""]","A","Half-and-half is between milk and cream in richness, so combining milk and cream creates a closer substitute.","1"
"b688ea56-942e-4d75-bc3d-817937a4a277","0795e1e8-fb59-4ff7-811a-ab6bb5ee2497","A soup calls for heavy cream, but the cream is not being whipped. Which option best explains why milk plus butter can work better than milk alone?","[""The butter makes the soup acidic"",""The butter helps replace some of the fat that heavy cream would have added"",""The butter replaces all seasonings"",""The butter makes the soup boil faster""]","B","Heavy cream adds both liquid and fat. Milk supplies liquid, while butter helps replace some richness.","2"
"46e2c4cc-1555-467d-97cb-0ec070ca4747","c5628c9a-5547-42ff-a75b-793329cbc517","A sauce calls for 2 tablespoons fresh oregano, but you only have dried oregano. What is the best first amount to try?","[""2 tablespoons dried oregano"",""1/2 cup dried oregano"",""About 2 teaspoons dried oregano"",""No oregano because dried herbs cannot substitute for fresh herbs""]","C","Dried herbs are often used at about one-third the fresh amount. Since 2 tablespoons equals 6 teaspoons, about 2 teaspoons is a reasonable starting point.","1"
"710e93b1-4a94-4694-aecf-381b99484b9d","c5628c9a-5547-42ff-a75b-793329cbc517","A recipe calls for two fresh garlic cloves, but you only have garlic powder. Which approach is safest for flavor balance?","[""Use the same volume of garlic powder as chopped garlic"",""Use a full tablespoon for each clove"",""Skip measuring because garlic powder is weak"",""Use a small measured amount of garlic powder because it is concentrated""]","D","Garlic powder is concentrated. A small measured amount is safer than matching the volume of fresh garlic.","2"
"b50cae09-09c5-4416-9c36-7cdd7eb5cd0d","0ebe8170-9c90-4283-b811-41563a817ae9","A roasted chicken recipe calls for rosemary, but you are out. Which substitute fits the savory, herbal direction best?","[""Thyme"",""Cinnamon"",""Vanilla extract"",""Cocoa powder""]","A","Thyme is savory and herbal, so it fits roasted chicken better than sweet baking spices.","1"
"11dba995-b9a1-4473-83be-4343553f50b9","0ebe8170-9c90-4283-b811-41563a817ae9","A recipe uses cumin for an earthy, warm flavor. Which substitute is most reasonable if cumin is missing?","[""Powdered sugar"",""Ground coriander with a small amount of chili powder"",""Dried mint candy"",""Vanilla pudding mix""]","B","Coriander and chili powder can move in a similar warm, savory direction, though the flavor will not be identical.","2"
"f1752dba-0125-4dd8-9dd2-c347ca82319e","ae342387-341d-473b-a87c-fc64bb6f8011","You are out of pumpkin pie spice but have several individual spices. Which combination best matches its usual flavor role?","[""Basil, oregano, thyme, and rosemary"",""Garlic powder, onion powder, and paprika"",""Cinnamon, ginger, nutmeg, and cloves"",""Salt, pepper, and vinegar""]","C","Pumpkin pie spice is a warm baking blend. Cinnamon, ginger, nutmeg, and cloves create a similar profile.","1"
"d43d0c43-cab7-4427-9d91-ac061ee33d11","ae342387-341d-473b-a87c-fc64bb6f8011","You are out of Italian seasoning for a tomato pasta sauce. Which blend is the best replacement?","[""Cinnamon, nutmeg, and cloves"",""Sugar, cocoa powder, and vanilla"",""Cayenne, sugar, and ginger"",""Dried basil, oregano, thyme, and rosemary""]","D","Italian seasoning is a savory herb blend, so dried basil, oregano, thyme, and rosemary are a better match.","2"
"a5054d38-a9a5-4284-8509-2432df931901","b141c6d7-0435-46ca-afef-f6b368c3c2a8","A vegan muffin recipe needs one egg mostly for binding, not for rise. Which substitute best matches that job?","[""Ground flaxseed mixed with water"",""Plain water only"",""Extra baking powder only"",""A full cup of oil""]","A","A flaxseed-and-water mixture forms a gel that can help bind muffins when the egg is mainly for structure.","1"
"2e7d43d7-0c3d-48bb-b41b-4e5ef0df1b21","b141c6d7-0435-46ca-afef-f6b368c3c2a8","A savory lentil loaf is falling apart and the recipe calls for bread crumbs as a binder. You are out. Which substitute is most useful?","[""Ice cubes"",""Rolled oats or crushed crackers"",""Lemon juice"",""Vegetable broth only""]","B","Rolled oats or crushed crackers can absorb moisture and help hold a savory loaf together.","2"
"e1bb89aa-8aa0-472f-a80a-d03c48a29167","9e41fc32-6eae-4061-95c9-7ac16a55f190","A fruit filling needs cornstarch, but you are out. Which substitute is most likely to thicken clearly without changing the flavor much?","[""Baking soda"",""Bread crumbs"",""Arrowroot starch"",""Table salt""]","C","Arrowroot starch can thicken fruit fillings and is often a close substitute for cornstarch.","1"
"0b74abc5-933e-4290-93f2-ef5f91cab40f","9e41fc32-6eae-4061-95c9-7ac16a55f190","A sauce calls for 1 tablespoon of cornstarch, but you only have flour. Which swap is most reasonable?","[""Use 1/8 teaspoon flour"",""Use 1 cup flour"",""Use no thickener because flour cannot thicken"",""Use about 2 tablespoons of flour""]","D","Flour has less thickening power than cornstarch, so using about twice as much flour is a common adjustment.","2"
"96b9edce-cf4c-4795-8bb6-56dfc42f9a17","1e90a097-8050-48cd-9ac3-a7afc80b5061","You need to thicken hot gravy with starch. Which method gives you the best chance of avoiding lumps?","[""Mix the starch with cold liquid first, then whisk it into the hot gravy"",""Sprinkle dry starch into the hottest spot without stirring"",""Add the starch after the gravy is already frozen"",""Mix starch with oil only and never stir""]","A","A cold slurry helps the starch disperse before it reaches the hot liquid, which lowers the chance of lumps.","1"
"74017241-124c-406f-a95e-80120b5acb84","1e90a097-8050-48cd-9ac3-a7afc80b5061","A pudding has small starch lumps after cooking. Which fix is most likely to improve it before chilling?","[""Add more dry starch directly to the hot pudding"",""Whisk well and strain the pudding through a fine mesh strainer"",""Stir in raw eggs without tempering"",""Freeze it with the lumps still inside""]","B","Whisking may smooth some lumps, and straining can remove pieces that do not dissolve.","2"
"9cda489e-fe6a-4390-a1de-c49664157183","2d0e9e30-51cf-4ede-8b1e-09ae469f0e9b","A chili recipe serves 6 and uses 3 cans of beans. You need to serve 10 people. What is the best way to scale the beans?","[""Use 3 cans because beans do not scale"",""Use 6 cans because 10 is close to double 6"",""Use 5 cans of beans"",""Use 1 can because the serving size changed""]","C","The scaling factor is 10/6, or 5/3. Three cans times 5/3 equals five cans.","1"
"10e8a95b-0ef2-43f0-bbe1-b806ac9c57b9","2d0e9e30-51cf-4ede-8b1e-09ae469f0e9b","A recipe makes 18 meatballs with 1 1/2 cups of breadcrumbs. How much is needed for 30 meatballs?","[""1 1/2 cups"",""3 cups"",""5 cups"",""2 1/2 cups""]","D","Thirty meatballs is 30/18, or 5/3, of the original. 1 1/2 cups times 5/3 equals 2 1/2 cups.","2"
"3ce83121-8e9f-4710-8905-d9e1530086c8","c3c5a498-dbe6-4a1e-9cb8-a63d1a3505e6","A sauce recipe makes 4 cups and uses 2/3 cup cream. You only need 3 cups of sauce. How much cream should you use?","[""1/2 cup"",""2/3 cup"",""3/4 cup"",""1 cup""]","A","Three cups is 3/4 of the original recipe. 2/3 cup times 3/4 equals 1/2 cup.","1"
"c6dc8cd3-e71f-4bad-a210-10f0c439aa38","c3c5a498-dbe6-4a1e-9cb8-a63d1a3505e6","A recipe makes 8 servings and uses 3/4 teaspoon pepper. You want 12 servings. How much pepper keeps the same ratio?","[""3/4 teaspoon"",""1 1/8 teaspoons"",""1/2 teaspoon"",""2 teaspoons""]","B","Twelve servings is 1.5 times the original. 3/4 teaspoon times 1.5 equals 1 1/8 teaspoons.","2"
"f3208532-7f8a-442a-a82f-269005ab14d4","fc941bc8-a581-4911-8c25-687b74666014","You double a soup recipe. Which adjustment is safest for salt?","[""Always quadruple the salt"",""Never add salt to a doubled recipe"",""Add less than the full doubled amount at first, taste, then adjust"",""Add all the doubled salt before tasting""]","C","Salt can become overpowering. Adding it in stages gives you control while still using the scaling math as a guide.","1"
"646d73ef-3559-4fb0-a797-fb90365a30d0","fc941bc8-a581-4911-8c25-687b74666014","You double a sheet-pan vegetable recipe but use the same pan. What is the most likely issue?","[""The oven will stop working"",""The vegetables will automatically cook twice as fast"",""The vegetables will not need oil"",""The vegetables may crowd and steam instead of brown""]","D","More food in the same pan can trap moisture and reduce browning. You may need another pan or a larger surface.","2"
"b75c7e80-99db-41c6-99c2-6d5b2749dc1f","3c3d216f-33f2-437e-a42e-123a6138f90f","A finished bean soup tastes flat, but it is already salty enough. Which adjustment is most likely to help?","[""Add a small splash of vinegar or lemon juice"",""Add another tablespoon of salt"",""Add dry flour"",""Boil until all liquid is gone""]","A","If salt is already sufficient, acid can add brightness and make the flavor feel more complete.","1"
"79acea74-452a-4c5c-a060-1c9b25ed22d7","3c3d216f-33f2-437e-a42e-123a6138f90f","A rice bowl tastes heavy and one-dimensional, but not bland. Which addition is most likely to add contrast without increasing saltiness?","[""More soy sauce"",""Fresh herbs and a squeeze of citrus"",""A large amount of baking soda"",""Plain cornstarch""]","B","Fresh herbs and citrus add aroma and brightness without relying on more salt.","2"
"072461ca-cd53-4ad9-8810-a85b96f9b96a","8a5488e7-ae9b-40a7-bd66-8aed7106b8a5","A tomato sauce tastes sharp and acidic. Which first adjustment is most reasonable?","[""Add a full cup of sugar"",""Add more vinegar"",""Add a small pinch of sugar and taste again"",""Add lemon juice until it tastes brighter""]","C","A small pinch of sugar can soften acidity. A large amount would make the sauce too sweet.","1"
"907e1d8c-2e62-478c-a8db-a6079a09156b","8a5488e7-ae9b-40a7-bd66-8aed7106b8a5","A glaze tastes too sweet. Which adjustment is most likely to rebalance it?","[""Add more sugar"",""Add powdered sugar and honey"",""Remove all liquid and keep cooking until burnt"",""Add a small amount of acid, such as vinegar or lemon juice""]","D","Acid can cut sweetness and make the flavor more balanced when used carefully.","2"
"44176046-890c-4957-ba50-5ca9b4afbaf8","8fe665e1-25cc-4f36-b114-f5958d525520","A curry is too spicy, but the flavor is otherwise good. Which fix keeps the dish closest to the original?","[""Add coconut milk and extra mild ingredients gradually"",""Add more chili flakes"",""Boil it until the heat disappears"",""Add dry flour directly to the curry""]","A","Creamy and mild ingredients can reduce the perceived heat while keeping the curry’s flavor direction.","1"
"7ecd7902-39c3-450d-83ce-474e3b86b3b5","8fe665e1-25cc-4f36-b114-f5958d525520","Garlic burned in oil and tastes bitter before the rest of the sauce is added. What is the best immediate response?","[""Add sugar until the bitterness disappears"",""Discard the burned garlic and oil, then restart that step"",""Add more raw garlic to cover it"",""Keep cooking because bitterness always fades""]","B","Burned garlic can make a dish bitter. It is often better to restart that step than build a sauce on a bitter base.","2"
"6c9ab78e-844f-4e06-a230-56970542741e","081a09e1-1ce7-4921-a147-0dca3292cbd8","A cream soup is thin, but the flavor is already strong. Which fix thickens it without adding much extra flavor?","[""Add a cup of vinegar"",""Add more salt"",""Whisk in a cornstarch slurry and simmer briefly"",""Add uncooked pasta and serve immediately""]","C","A slurry can thicken the soup without dramatically changing the flavor when used carefully.","1"
"d1c6b5d2-c9c3-4c6d-8c72-4552b52dd27e","081a09e1-1ce7-4921-a147-0dca3292cbd8","A dip is too thick after chilling. Which fix gives the most control?","[""Pour in a full cup of liquid immediately"",""Add dry flour"",""Freeze it harder"",""Stir in a small amount of milk or water at a time""]","D","Small additions give control and prevent the dip from becoming too runny.","2"
"485cdc9a-da65-4b9d-b5f9-84d71167844a","dcb71de7-b4ee-41e0-8999-9259479a3b22","A cheese sauce becomes grainy after high heat. What should you try first?","[""Remove it from high heat and whisk gently with a splash of warm liquid"",""Boil it harder"",""Add ice cubes"",""Add more dry cheese powder without stirring""]","A","Lower heat and gentle whisking may help a grainy sauce smooth out. More high heat can make the problem worse.","1"
"9770692c-15fb-4f49-adc9-5d36a87fc81b","dcb71de7-b4ee-41e0-8999-9259479a3b22","A custard is mostly smooth but has a few cooked egg bits. What is the best finishing step?","[""Add raw flour"",""Strain it through a fine mesh strainer"",""Blend in ice"",""Cook it on high until it boils hard""]","B","Straining removes small cooked bits and helps the custard feel smoother.","2"
"a6542a81-b452-47d2-8c0d-4d266cba8a56","7b74bed5-76e2-405b-b372-db6f8fbeb4ba","A casserole topping is soft near the end of cooking. What is the best way to improve it?","[""Cover it tightly to trap more steam"",""Pour water over the topping"",""Uncover it and use a little more dry oven heat, watching closely"",""Put it in the refrigerator immediately""]","C","Crisp toppings need moisture to escape. Uncovering and using dry heat can help, but it should be watched to prevent burning.","1"
"ef57b084-6034-4f48-b0c0-9d67972e9ebf","7b74bed5-76e2-405b-b372-db6f8fbeb4ba","Cookie dough is dry and crumbly after mixing. Which adjustment is safest?","[""Add a cup of water all at once"",""Add more dry flour"",""Bake it without changing anything"",""Add a teaspoon of liquid or softened fat at a time until it holds together""]","D","Small additions help restore moisture while avoiding dough that becomes too wet.","2"
"70718ed4-a1f8-40fb-a08c-2138385c80c4","6b2ac668-571d-49f5-84c7-befff39a24f8","You add sliced mushrooms to a barely warm pan and they release liquid instead of browning. What should you change next time?","[""Preheat the pan before adding the mushrooms"",""Use a colder pan"",""Add more water first"",""Cover the pan tightly the whole time""]","A","A preheated pan helps moisture evaporate faster and gives the mushrooms a better chance to brown.","1"
"c26ba4c1-0d9b-417d-bca0-3d6ac3650c2a","6b2ac668-571d-49f5-84c7-befff39a24f8","You want a browned crust on tofu slices. Which setup is most likely to help?","[""A cold pan full of water"",""A hot pan, a little appropriate oil, and dry tofu surfaces"",""A crowded pan with wet tofu"",""A microwave-safe bowl with no oil""]","B","Browning needs heat, surface contact, and less surface moisture.","2"
"4703bcb4-f977-4c5a-9983-54989dbb72ef","a021b83b-24b4-4c8f-a2dc-3647baad1368","A pan of chicken strips is crowded and pale after several minutes. What is the most likely cause?","[""The chicken was cut too evenly"",""The pan is too dry to cook food"",""The food is steaming because there is too much in the pan"",""The food has too much browned crust""]","C","Crowding traps moisture and can make food steam instead of brown.","1"
"f349ed5c-f913-4481-9608-ba3c954eb56d","a021b83b-24b4-4c8f-a2dc-3647baad1368","A fish fillet sticks when you try to flip it right away. What should you usually do?","[""Force it loose immediately"",""Add ice to the pan"",""Turn off the heat and leave it raw"",""Wait until the first side browns and releases more easily""]","D","Searing food often releases more easily after browning develops.","2"
"ab01bf02-7af3-46e9-bd4e-e1dda8713a1d","812ec27e-45e5-4a05-8541-f421973cc54f","After searing chicken, brown bits remain on the skillet. What does deglazing mean?","[""Adding liquid to loosen the browned bits and build flavor"",""Washing the pan with soap while still cooking"",""Adding dry flour to remove all flavor"",""Freezing the skillet before serving""]","A","Deglazing uses liquid to lift browned bits from the pan, often creating the base for a sauce.","1"
"3957ed92-4fcf-4c8e-a90a-572fe4f41004","812ec27e-45e5-4a05-8541-f421973cc54f","Oil catches fire in a skillet. What is the safest response?","[""Pour water on the oil fire"",""Turn off the heat if safe and cover the pan with a metal lid or baking sheet"",""Carry the flaming pan outside"",""Throw flour into the flames""]","B","Water can spread a grease fire. Covering the pan and cutting heat removes oxygen and heat when it can be done safely.","2"
"a3efa688-105b-4e8a-b39e-c4c1e352c1dc","73d763f3-bf29-46b4-981a-9845e243844b","A pot for pasta has only a few small bubbles and the pasta is clumping. What should you do before adding more pasta?","[""Lower the heat until there are no bubbles"",""Add ice to slow the cooking"",""Return the water to a full boil and stir after adding pasta"",""Cover the pasta with oil instead of water""]","C","Pasta cooks best in plenty of actively boiling water, and stirring helps prevent sticking.","1"
"d97273d9-8442-411e-bd20-34a877c5cbfe","73d763f3-bf29-46b4-981a-9845e243844b","You are cooking delicate fish in liquid and it keeps breaking apart. What is the likely problem?","[""The liquid is too gentle"",""The fish needed a full rolling boil"",""The fish should be stirred constantly"",""The liquid is bubbling too aggressively""]","D","Delicate foods can break apart in vigorous bubbles. Poaching uses gentler heat.","2"
"1f5ea09b-f4e2-43df-8af1-b48221e2b4a5","0d00bf80-1a4b-4914-b56b-f9b032b3995a","A stew is boiling hard and the vegetables are breaking apart. What adjustment makes the most sense?","[""Lower the heat to a gentle simmer"",""Raise the heat higher"",""Stir harder and faster"",""Add ice and serve immediately""]","A","A gentle simmer reduces rough movement and helps ingredients keep their texture.","1"
