id,skill_id,title,lesson_text,sort_order
"61945f5b-e13f-4707-af26-acc6c5f62d78","e06dff22-beb7-4aa6-b425-b5ed6cf37fb1","Read the Recipe Before Replacing Dairy","Harder dairy swaps start by reading the recipe around the ingredient. If the recipe uses baking soda, a tangy dairy ingredient may be helping with rise and tenderness, not just adding liquid. If the recipe is creamy or rich, the dairy may also be adding fat and body. A strong swap should replace the main job of the original dairy ingredient instead of only matching the amount.","1"
"9bd89e9a-5488-40c5-ba93-79603c802090","e06dff22-beb7-4aa6-b425-b5ed6cf37fb1","Match Thickness, Tang, and Use","Some dairy substitutes only need to taste similar, while others must also behave similarly. A topping needs thickness so it sits on the food. A filling needs body so it holds its shape. A tangy ingredient needs another mild acidic flavor if the tang matters. The best choice depends on how the dairy is being used in that specific dish.","2"
"0795e1e8-fb59-4ff7-811a-ab6bb5ee2497","e06dff22-beb7-4aa6-b425-b5ed6cf37fb1","Expect Tradeoffs in Rich Dairy Swaps","Rich dairy ingredients can be difficult to replace because they add more than one thing at once. Cream, half-and-half, and whole milk all bring different amounts of fat, liquid, and body. When the recipe does not need whipping, you usually have more flexibility. The goal is to keep the finished dish from becoming thin, greasy, bland, or too heavy.","3"
"c5628c9a-5547-42ff-a75b-793329cbc517","3c781561-18f6-4a3a-87de-c79ec82861c9","Adjust for Concentration","Harder seasoning substitutions often come down to concentration. Dried herbs, ground spices, and powders can be stronger than their fresh versions because the flavor is more concentrated. That means a substitute may need a smaller amount even when it sounds like the same ingredient. Starting with less also gives you room to taste and adjust.","1"
"0ebe8170-9c90-4283-b811-41563a817ae9","3c781561-18f6-4a3a-87de-c79ec82861c9","Substitute by Flavor Family","When the exact herb or spice is missing, think about the flavor family. Some seasonings are earthy, some are bright and leafy, some are warm and sweet, and others are smoky or hot. A good substitute usually belongs to a similar family and fits the type of dish. This is more reliable than choosing an ingredient just because it is also an herb or spice.","2"
"ae342387-341d-473b-a87c-fc64bb6f8011","3c781561-18f6-4a3a-87de-c79ec82861c9","Rebuild Blends From Their Purpose","Seasoning blends are shortcuts. If a blend is missing, the best substitute depends on what kind of blend it is. Warm baking blends often use spices like cinnamon, ginger, nutmeg, and cloves. Savory herb blends often use basil, oregano, thyme, rosemary, or parsley. The substitute does not need to be perfect, but it should point the dish in the same direction.","3"
"b141c6d7-0435-46ca-afef-f6b368c3c2a8","412b3aa9-90ef-400b-a85d-e041bc91486a","Choose a Binder for the Structure Needed","Harder binder questions ask what the ingredient is holding together. Eggs, flax mixtures, mashed fruit, breadcrumbs, oats, and starches can all help with structure in different situations. A good substitute should match the kind of food being made. Sweet baked goods can handle fruit-based binders more often than savory loaves, while savory foods often need neutral binders.","1"
"9e41fc32-6eae-4061-95c9-7ac16a55f190","412b3aa9-90ef-400b-a85d-e041bc91486a","Match the Thickener to the Food","Thickeners do not all behave exactly the same way. Cornstarch, flour, arrowroot, and tapioca starch can thicken liquids, but they may change the look, strength, or texture of the final dish. Fruit fillings and glossy sauces often work well with starches like arrowroot. Creamy sauces may tolerate flour, but usually need more flour than cornstarch.","2"
"1e90a097-8050-48cd-9ac3-a7afc80b5061","412b3aa9-90ef-400b-a85d-e041bc91486a","Use the Correct Technique for Texture","The right thickener can still fail if it is added poorly. Dry starch added straight to hot liquid can form lumps. A slurry spreads the starch through cold liquid first, making it easier to mix smoothly into hot food. If lumps already formed, whisking or straining may rescue the texture before serving.","3"
"2d0e9e30-51cf-4ede-8b1e-09ae469f0e9b","f3c20432-6439-4376-a79f-9c7a6d5502af","Find the Scaling Factor First","Hard scaling problems are easier when you find the scaling factor before touching the ingredients. Compare the new yield to the old yield. If the new recipe is bigger, multiply. If it is smaller, divide. Once the factor is clear, use it on the ingredients that normally scale directly, like broth, flour, pasta, rice, or cheese.","1"
"c3c5a498-dbe6-4a1e-9cb8-a63d1a3505e6","f3c20432-6439-4376-a79f-9c7a6d5502af","Handle Fractions Without Changing the Ratio","Fractions show up often in recipe scaling. The safest method is to scale the recipe size first, then apply the same multiplier to the ingredient amount. If the recipe is one-third as large, use one-third of the ingredient. If it is one-and-a-half times as large, multiply the ingredient by 1.5. The goal is not to make the numbers pretty; the goal is to keep the recipe balanced.","2"
"fc941bc8-a581-4911-8c25-687b74666014","f3c20432-6439-4376-a79f-9c7a6d5502af","Know What Does Not Scale Perfectly","Most base ingredients scale mathematically, but cooking time, pan size, heat, and seasoning may need judgment. Doubling a soup does not always mean doubling the cooking time. Increasing salt or hot spices may be safer in stages because flavor can become too strong quickly. Hard scaling means using the math first, then checking whether the cooking method still makes sense.","3"
"3c3d216f-33f2-437e-a42e-123a6138f90f","68ed1b0d-f515-4a8a-a240-4e475ee08954","Diagnose Before You Add More","Hard flavor fixes start with diagnosis. Bland food may need salt, but food can also taste flat because it lacks acidity, freshness, aroma, or contrast. If the dish is already salty enough, more salt is not the answer. Try to identify what is missing, then make a small adjustment and taste again before adding more.","1"
"8a5488e7-ae9b-40a7-bd66-8aed7106b8a5","68ed1b0d-f515-4a8a-a240-4e475ee08954","Balance One Strong Flavor With Its Opposite","When one flavor is too strong, the goal is usually balance, not hiding the problem completely. Too acidic can sometimes be softened with a tiny amount of sweetness or fat. Too sweet can be balanced with acid, bitterness, salt, or dilution depending on the dish. Too rich can often be lifted with acidity or freshness. Make small changes because overcorrecting creates a new problem.","2"
"8fe665e1-25cc-4f36-b114-f5958d525520","68ed1b0d-f515-4a8a-a240-4e475ee08954","Rescue Heat, Salt, and Bitterness Carefully","Emergency fixes work best when they address the actual problem. Spicy heat can feel milder when creamy, fatty, starchy, or mild ingredients are added. Saltiness is usually reduced by dilution or adding unsalted ingredients. Bitterness from burned garlic or spices may not disappear, so the safest fix may be removing the burned pieces or starting that part over.","3"
"081a09e1-1ce7-4921-a147-0dca3292cbd8","ee92c695-b59c-42cc-aae9-0ea1165cbd74","Choose the Right Texture Direction","Texture fixes begin by naming the problem: too thin, too thick, lumpy, watery, dry, separated, or not crisp. Each problem needs a different response. Thickening requires starch, reduction, or an absorbing ingredient. Thinning requires liquid added slowly. Lumps need whisking or straining. The best fix depends on both the problem and the food.","1"
"dcb71de7-b4ee-41e0-8999-9259479a3b22","ee92c695-b59c-42cc-aae9-0ea1165cbd74","Repair Broken or Uneven Textures","Some texture problems come from uneven mixing or too much heat. A grainy or separated sauce may need lower heat, gentle whisking, and a small splash of warm liquid. A lumpy sauce may need whisking or straining. The goal is to fix the texture without adding ingredients that make the problem worse.","2"
"7b74bed5-76e2-405b-b372-db6f8fbeb4ba","ee92c695-b59c-42cc-aae9-0ea1165cbd74","Control Moisture and Crispness","Watery foods need moisture removed, absorbed, or balanced with more structure. Dry foods need careful moisture added back. Crisp foods need dry heat and space so steam can escape. Hard texture fixes often involve choosing whether to add, remove, or redistribute moisture.","3"
"6b2ac668-571d-49f5-84c7-befff39a24f8","61880fc8-9504-45a3-8d81-b904d4dd6450","Use Heat for the Result You Want","Sautéing and searing both depend on heat control, but they aim for different results. Sautéing cooks smaller pieces quickly while they move in the pan. Pan-searing uses strong contact with the pan to create browning on the surface. Preheating matters because food that enters a cold pan may release moisture before browning can begin.","1"
"a021b83b-24b4-4c8f-a2dc-3647baad1368","61880fc8-9504-45a3-8d81-b904d4dd6450","Manage Moisture, Space, and Movement","Browning gets harder when food is wet, crowded, or moved too soon. Crowding traps steam and lowers pan temperature. Wet surfaces delay browning because the pan must evaporate moisture first. Turning food too early can tear it or prevent crust formation. Give food enough space and time for the surface to brown.","2"
"812ec27e-45e5-4a05-8541-f421973cc54f","61880fc8-9504-45a3-8d81-b904d4dd6450","Finish Safely and Use the Pan Flavor","Harder pan cooking also includes what happens after browning. Brown bits left in the pan can become the base of a sauce through deglazing. Safety still matters: chicken and other meats should be checked reliably, and oil fires should never be handled with water. Good technique means better flavor and safer decisions.","3"
"73d763f3-bf29-46b4-981a-9845e243844b","83cf8589-6111-4d60-99f5-a7a5515bac00","Control Bubble Strength","The bubble level tells you a lot about the cooking method. A full boil has large, constant bubbles. A simmer has smaller, gentler bubbles. Poaching is even gentler, usually below a simmer. Harder questions ask you to choose the bubble level based on the food’s texture and how much movement it can handle.","1"
"0d00bf80-1a4b-4914-b56b-f9b032b3995a","83cf8589-6111-4d60-99f5-a7a5515bac00","Choose the Method for the Food","Sturdy foods can handle boiling because they are less likely to fall apart. Soups, stews, beans, and sauces often do better at a simmer because they need time and control. Delicate foods like eggs or fish often need poaching so the heat cooks gently without rough movement. Matching the method to the food protects texture.","2"
"29d567ca-3628-40b7-9de2-9d491e3c3c54","83cf8589-6111-4d60-99f5-a7a5515bac00","React Safely to Hot Liquid Problems","Hard liquid-cooking questions often involve safety and control. Large pots of boiling water are heavy and dangerous. Boil-overs happen when heat is too high, the pot is too full, or foam builds up. Draining should be done carefully, and lowering heat is usually the first response when liquid starts to boil over.","3"
"d38eb29b-9ace-4da5-94a9-c5fa1964ccd6","af8d30c3-cb14-4824-8a04-331e33eb867c","Use the Oven Method Intentionally","Roasting and baking both use dry oven heat, but they usually prioritize different outcomes. Roasting often focuses on browning foods that already have structure, such as vegetables or meat. Baking often focuses on setting a batter or dough into a finished structure. Harder questions ask whether the food needs browning, setting, rising, crisping, or safe doneness.","1"
"9dce1db2-1ce9-428a-88c2-2d24bac19af7","af8d30c3-cb14-4824-8a04-331e33eb867c","Control Moisture and Browning in Roasting","Roasting depends on dry heat, space, and surface contact. If food is crowded, steam gets trapped and browning slows down. A moderate amount of oil helps transfer heat and support browning, but too much oil can make food greasy. Turning food partway through can expose more sides to the heat.","2"
"bb9fe604-ca36-49e5-bd10-8f59eb47a382","af8d30c3-cb14-4824-8a04-331e33eb867c","Respect Structure and Doneness in Baking","Baked goods need time for structure to form. Cakes, muffins, breads, and cookies depend on heat, ingredient balance, and timing. Opening the oven repeatedly releases heat, and removing a baked good too early can leave the center unset. For meats, visual browning is not enough; use a reliable doneness check.","3"
"74512680-b73d-4499-a637-2974f159a4a4","8653eb70-9310-4326-834f-44cd1f845923","Control the Knife and the Food","Hard knife questions usually involve stability. Your guiding hand should protect your fingertips, the food should not roll, and the cutting board should not slide. A claw grip, a flat side on round foods, and a stable board all give you more control. Good knife work is less about speed and more about reducing slipping.","1"
"6313c865-a924-48c3-a493-3e854c85dbb3","8653eb70-9310-4326-834f-44cd1f845923","Choose the Right Knife Habit for the Situation","A chef’s knife is useful for many chopping tasks, but safety habits matter more than the knife name. Carry knives with the blade down and away. Wash them separately so nobody reaches into hidden blades. If a knife falls, step back. These habits prevent accidents during the moments around cutting, not just during cutting itself.","2"
"9141e588-df40-4eb4-afeb-76037aabcc5d","8653eb70-9310-4326-834f-44cd1f845923","Use Clean, Safe Surfaces","Knife work also includes choosing a clean surface and cleaning tools safely afterward. Raw meat needs a surface that can be washed and sanitized. Sharp knives should not be hidden in sinks or loose piles of dishes. A sharp, clean knife on a stable, clean board is safer than a dull knife on an unstable or contaminated surface.","3"
"a924535a-35d0-43ca-a4f1-59d1cd27d419","9295ce7b-d43c-4cb1-86aa-11ffca5011af","Choose Heat-Holding Tools for Browning","Hard pan matching asks what the cooking surface needs to do. Searing and stir-frying need strong heat and enough space. A pan that holds heat well can help food brown when cold food hits the surface. A pan that is too thin, crowded, or not heat-safe can make food steam, scorch, or cook unevenly.","1"
"225bd935-0aff-4e9b-bc15-0fb42dff6060","9295ce7b-d43c-4cb1-86aa-11ffca5011af","Match Material to Food Chemistry","Some foods react with cookware. Acidic foods like tomato sauce are best in nonreactive cookware such as stainless steel or enameled pots. Delicate foods like eggs often need a surface that releases easily. The pan material can affect sticking, flavor, and cleanup, so the safest match depends on both the food and the method.","2"
"ab854a5e-b270-451f-9ae1-e5afef85e5e0","9295ce7b-d43c-4cb1-86aa-11ffca5011af","Match the Surface to the Appliance","Pans also need to match the appliance. Glass stovetops need flat-bottom cookware so heat transfers evenly and the pan stays stable. Broilers use intense top heat, so cookware must be broiler-safe. Roasting needs a wide oven-safe surface, while boiling pasta needs a large pot with enough room and water.","3"
"cb006ba1-b218-475b-ab13-e3ce64ff3fd8","348cb1af-ac54-4035-a614-5a38908ddca4","Replace the Function, Not the Name","Hard tool substitutions work by identifying the tool’s job. A rolling pin rolls with a smooth cylinder. A meat mallet flattens with controlled pressure. A citrus juicer presses and twists to release juice. The substitute should safely copy the function without breaking, slipping, melting, or contaminating the food.","1"
"806750d9-e3ed-4d4d-9aff-71f202c33c7b","348cb1af-ac54-4035-a614-5a38908ddca4","Use Basic Utensils Creatively","Many specialty tools save time but are not required. A fork can mash soft foods or help juice citrus. A knife can mince garlic. A spoon can spread oil in a pinch. The substitute may be slower, but it should perform the same basic motion safely and cleanly.","2"
"75e1c6da-0b25-492f-9249-fb4306970300","348cb1af-ac54-4035-a614-5a38908ddca4","Make Safe Setups for Heat and Liquid","Some hacks are less about replacing a hand tool and more about making a safe setup. A double boiler needs gentle indirect heat. Straining pasta requires avoiding burns from boiling water. Covering dough needs a clean barrier that protects the dough without sealing it dangerously tight. Good hacks solve the problem without creating a bigger safety issue.","3"
